13088,NordStar Airlines,Russia
13089,Joy Air,China
13105,Air India Regional,India
13106,MDLR Airlines,India
13107,Jagson Airlines,India
13108,Maldivian,Maldives
13130,Xpressair,Indonesia
13178,Strategic Airlines,Australia
13181,Fars Air Qeshm,Iran
13187,Eastok Avia,Kyrgyzstan
13188,Jupiter Airlines,United Arab Emirates
13189,Vision Air International,Pakistan
13190,Al-Naser Airlines,Iraq
13200,Fuji Dream Airlines,Japan
13202,Korea Express Air,South Korea
13209,Eznis Airways,Mongolia
13211,Pacific Flier,Palau
13217,Syrian Pearl Airlines,Syria
13218,SGA Airlines,Thailand
13242,Air2there,New Zealand
13254,Avianova (Russia),Russia
13303,Parmiss Airlines (IPV),Iran
13304,EuropeSky,Germany
13306,BRAZIL AIR,Brazil
13335,Homer Air,Germany
13391,U.S. Air,United States
13394,Jayrow,Australia
13397,Wilderness Air,Australia
13398,Whitaker Air,Australia
13633,PanAm World Airways,United States
13690,Virginwings,Germany
13704,KSY,Greece
13732,Buquebus Líneas Aéreas,Uruguay
13734,SOCHI AIR,Russia
13757,Wizz Air Ukraine,Ukraine
13781,88,Cyprus
13815,LCM AIRLINES,Russia
13899,Cambodia Angkor Air (K6),Cambodia
13936,Royal European Airlines,United Kingdom
13947,Tom\\'s & co airliners,France
13983,Azul,Brazil
14061,LSM Airlines,Russia
14069,Zapolyarie Airlines,Russia
14073,Finlandian,Finland
14094,LionXpress,Cameroon
14118,Genesis,Pakistan
14388,Congo Express,Congo (Kinshasa)
14485,Fly Dubai,United Arab Emirates
14620,Domenican Airlines,Dominican Republic
14679,ConneX European Airline,Austria
14849,Aereonautica militare,Italy
14858,Kal Star Aviation,Indonesia
14881,LSM AIRLINES ,Russia
15814,UTair-Express,Russia
15837,Huaxia,China
15867,Zabaykalskii Airlines,Russia
15887,CBM America,United States
15893,Marysya Airlines,Russia
15897,N1,Peru
15930,Airlink (SAA),South Africa
15939,Westfalia Express VA,Germany
15953,JobAir,Czech Republic
15975,Black Stallion Airways,United States
15984,German International Air Lines,Germany
15985,TrasBrasil,Brazil
15989,TransBrasil Airlines,Brazil
15999,China SSS,China
16084,AIR INDOCHINE,Vietnam
16100,Happy Air,Thailand
16101,Solar Air,Thailand
16103,Air Mekong,Vietnam
16110,Harbour Air (Priv),Canada
16116,Air Hamburg (AHO),Germany
16120,ZABAIKAL AIRLINES,Russia
16127,TransHolding,Brazil
16130,SUR Lineas Aereas,Argentina
16131,Aerolineas Africanas,Guinea
16133,Yeti Airways,Nepal
16135,Yellowstone Club Private Shuttle,United States
16136,Caucasus Airlines,Georgia
16139,Serbian Airlines,Serbia
16149,Windward Islands Airways,Netherlands Antilles
16150,TransHolding System,Brazil
16151,CCML Airlines,Colombia
16198,Small Planet Airlines,Lithuania
16234,Fly Brasil,Brazil
16261,CB Airways UK ( Interliging Flights ),United Kingdom
16262,Fly Colombia ( Interliging Flights ),Colombia
16264,Trans Pas Air,United States
16273,KMV,Russia
16323,Himalayan Airlines,Nepal
16327,Indya Airline Group,India
16329,Sunwing,Canada
16358,Turkish Wings Domestic,Turkey
16359,Japan Regio,Japan
16362,OCEAN AIR CARGO,India
16363,Norte Lineas Aereas,Argentina
16364,Austral Brasil,Brazil
16373,PEGASUS AIRLINES-,Turkey
16409,Nihon.jet connect,Kyrgyzstan
16415,Camair-co,Cameroon
16459,Sky Regional,Canada
16507,LSM International ,Russia
16508,Baikotovitchestrian Airlines ,American Samoa
16511,Luchsh Airlines ,Russia
16556,ENTERair,Poland
16585,Air Cargo Germany,Germany
16615,Mongolian International Air Lines ,Mongolia
16624,Tway Airlines,South Korea
16625,Papillon Grand Canyon Helicopters,United States
16628,Jusur airways,Egypt
16645,NEXT Brasil,Brazil
16660,AeroWorld ,Russia
16695,GNB Linhas Aereas,Brazil
16702,Usa Sky Cargo,United States
16707,Hankook Airline,South Korea
16717,REDjet,Barbados
16720,Red Jet Andes,Peru
16721,Red Jet Canada,Canada
16723,Sprintair,Poland
16724,Red Jet Mexico,Mexico
16725,Marusya Airways,Russia
16726,Era Alaska,United States
16728,AirRussia,Russia
16735,Hankook Air US,United States
16794,Carpatair Flight Training,Romania
16796,I-Fly,Russia
16826,Whitejets,Brazil
16837,VickJet,France
16844,BVI Airways,British Virgin Islands
16858,Hamburg Airways,Germany
16860,Salsa d\\'Haiti,Haiti
16867,Zambezi Airlines (ZMA),Zambia
16868,Kan Air,Thailand
16881,Air Cudlua,United Kingdom
16882,Polet Airlines (Priv),Russia
16895,Air Explore,Slovakia
16901,12 North,India
16919,Holidays Czech Airlines,Czech Republic
16921,Comtel Air,Austria
16926,Mint Airways,Spain
16932,Orbit Airlines,United States
16939,Air Bucharest,Romania
16940,AlbaStar,Spain
16942,Mauritania Airlines International,Mauritania
16956,MAT Airways,Macedonia
16960,Asian Wings Airways,Burma
16963,Air Arabia Egypt,Egypt
16967,Eagles Airlines,Italy
16973,YES Airways,Poland
16975,Alitalia Cityliner,Italy
16983,Direct Aero Services,Romania
16985,Medallion Air,Romania
17022,Orchid Airlines,Australia
17023,Asia Wings,Kazakhstan
17026,Georgian International Airlines,Georgia
17027,Air Batumi,Georgia
17082,Skywest Australia,Australia
17083,Nile Air,Egypt
17086,Feeder Airlines,Sudan
17094,Senegal Airlines,Senegal
17095,Fly 6ix,Sierra Leone
17099,Starbow Airlines,Ghana
17115,Copenhagen Express,Denmark
17408,BusinessAir,Thailand
17519,SENIC AIRLINES,United States
17563,XOJET,United States
17571,Sky Wing Pacific,South Korea
17572,Bateleur Air,South Africa
17574,Air Indus,Pakistan
17628,Orbit International Airlines,United States
17629,Orbit Regional Airlines,United States
17630,Orbit Atlantic Airways,United States
17658,Volotea,Spain
17675,Peach Aviation,Japan
17694,Helitt Líneas Aéreas,Spain
17695,Russia State Transport,Russia
17726,Malaysia Wings,Malaysia
17750,Aviabus,Russia
17780,Michael Airlines,Puerto Rico
17786,Korongo Airlines,Congo (Kinshasa)
17794,Indonesia Sky,Indonesia
17841,Aws express,United States
17859,Southjet,United States
17860,Southjet connect,United States
17862,Southjet cargo,United States
17881,Iberia Express,Spain
17885,Interjet (ABC Aerolineas),Mexico
17889,AirOnix,Ukraine
17890,Nordic Global Airlines,Finland
17891,Scoot,Singapore
17909,Hi Fly (5K),Portugal
17911,China Northwest Airlines (WH),China
17935,Zenith International Airline,Thailand
17936,Orbit Airlines Azerbaijan,Azerbaijan
17989,Air Alps Aviation (A6),Austria
18076,Flying kangaroo Airline,Australia
18083,RusJet,Russia
18118,VietJet Air,Vietnam
18169,Patriot Airways,United States
18178,Vision Airlines (V2),United States
18232,BQB Lineas Aereas,Uruguay
18237,AirAsia Japan,Japan
18239,Yellowtail,United States
18241,Royal Airways,United States
18252,FlyHigh Airlines Ireland (FH),Ireland
18257,Executive AirShare,United States
18475,Hebei Airlines,China
18476,Air KBZ,Burma
18477,Aero VIP (2D),Portugal
18497,Yangon Airways Ltd.,Burma
18529,T.J. Air,United States
18543,SkyWork Airlines ,Switzerland
18553,Maastricht Airlines,Netherlands
18617,Euro Jet,Germany
18621,Ukraine Atlantic,Ukraine
18668,Nesma Airlines,Egypt
18672,East Horizon,Afghanistan
18676,Air Majoro,Peru
18692,Rotana Jet,United Arab Emirates
18700,SOCHI AIR CHATER,Russia
18702,Denim Air ,Norway
18732,Malindo Air,Malaysia
18781,Hermes Airlines,Greece
18825,Flightlink Tanzania,Tanzania
18828,IzAvia,Russia
18860,Катэкавиа,Russia
18863,Псковавиа,Russia
18930,Maryland Air,United States
18944,Insel Air (7I/INC) (Priv),Netherlands Antilles
18946,VivaColombia,Colombia
18952,Flybe Finland Oy,Finland
18959,Bingo Airways,Poland
19007,Bluebird Airways (BZ),Greece
19016,Apache Air,United States
19026,MHS Aviation GmbH,Germany
19030,Jettor Airlines,Hong Kong
19215,Flyme (VP),Maldives
19225,Thai Lion Air,Thailand
19244,Golden Myanmar Airlines,Burma
19276,Canaryfly,Spain
19280,Sunrise Airways,Haiti
19287,National Air Cargo,United States
19290,Eastern Atlantic Virtual Airlines,United States
19305,Citilink Indonesia,Indonesia
19337,Transair,Canada
19350,Comfort Express Virtual Charters Albany,United States
19351,Comfort Express Virtual Charters,United States
19359,FLYJET,Poland
19361,Snowbird Airlines,Finland
19363,Russkie Krylya,Russia
19367,Kharkiv Airlines,Ukraine
19433,XAIR USA,United States
19451,Air Costa,India
19459,Simrik Airlines,Nepal
19473,XPTO,Portugal
19474,Royal Flight,Russia
19525,BBN-Airways,United Kingdom
19531,Tomsk-Avia,Russia
19541,Malawian Airlines,Malawi
19548,Yeti Airlines ,Nepal
19567,Avilu,Switzerland
19582,Air Serbia,Serbia
19599,Skyline Ulasim Ticaret A.S.,Turkey
19610,Air Lituanica,Lithuania
19619,Envoy Air,United States
19651,CARICOM AIRWAYS (BARBADOS) INC.,Barbados
19674,Rainbow Air (RAI),United States
19675,Rainbow Air Canada,Canada
19676,Rainbow Air Polynesia,United States
19677,Rainbow Air Euro,United Kingdom
19678,Rainbow Air US,United States
19745,Transilvania,Romania
19751,Dobrolet,Russia
19774,Spike Airlines,United States
19776,Grand Cru Airlines,Lithuania
19785,Go2Sky,Slovakia
19803,All Argentina,Argentina
19804,All America,United States
19805,All Asia,China
19806,All Africa,South Africa
19807,Regionalia México,Mexico
19808,All Europe,United Kingdom
19809,All Spain,Spain
19810,Regional Air Iceland,Iceland
19812,Voestar,Brazil
19813,All Colombia,Colombia
19814,Regionalia Uruguay,Uruguay
19815,Regionalia Venezuela,Venezuela
19827,Regionalia Chile,Chile
19828,Vuela Cuba,Cuba
19830,All Australia,Australia
19831,Fly Europa,Spain
19834,FlyPortugal,Portugal
19886,Spring Airlines Japan,Japan
19890,Dense Airways,United States
19891,Dense Connection,United States
19908,Vuola Italia,Italy
19917,Jet Suite,United States
19923,Fly Jamaica Airways,Jamaica
19927,Island Express Air,Canada
19928,All Argentina Express,Argentina
19930,Thai Smile Airways,Thailand
19944,International AirLink,Jamaica
19963,Real Tonga,Tonga
19970,All America AR,Argentina
19971,All America CL,Chile
19974,SOCHI AIR EXPRESS,Russia
19977,All America BR,Brazil
20004,Volotea Costa Rica,Costa Rica
20017,Fly Romania,Romania
20047,Eagle Atlantic Airlines,Ghana
20051,Fly Africa Zimbabwe,Zimbabwe
20060,San Dima Air,United States
20073,All America CO,Colombia
20074,All America MX,Mexico
20110,FOX Linhas Aereas,Brazil
20127,Air Kenya (Priv),Kenya
20144,Via Conectia Airlines,Uruguay
20155,Hebradran Air Services,United Kingdom
20158,Pobeda,Russia
20160,City Airways,Thailand
20170,Norwegian Long Haul AS,Norway
20186,BA101,United Kingdom
20207,TransNusa Air,Indonesia
20218,Tomp Airlines,Chile
20220,Fuzhou Airlines,China
20221,Sky Angkor Airlines (ZA),Cambodia
20222,OneJet,United States
20224,Global Airlines,Argentina
20225,Mann Yadanarpon Airlines,Burma
20264,Air Vistara,India
20268,TransRussiaAirlines,Russia
20270,Severstal Air Company,Russia
20282,REXAIR VIRTUEL,France
20285,WestJet Encore,Canada
20286,Air Pegasus,India
20288,International Europe,Spain
20293,Sky Regional Airlines,Canada
20401,V Air,Taiwan
20415,Cello Aviation,United Kingdom
20478,Pouya Air,Iran
20565,Boutique Air (Priv),United States
20566,FlyEgypt,Egypt
20577,VOLOTEA Airways,Spain
20599,INAVIA Internacional,Argentina
20607,Liberty Airways,United States
20608,Аэросервис,Russia
20653,Aeronautica Militare,Italy
20657,Bassaka airlines,Cambodia
20675,Jetstar Japan ,Japan
20686,SkyBahamas Airlines,Bahamas
20695,UVT Aero,Russia
20698,First Flying,Japan
20710,Silver Airways (3M),United States
20716,AtlasGlobal Ukraine,Ukraine
20725,Boliviana de Aviacion (OB),Bolivia
20726,US-Bangla Airlines,Bangladesh
20729,Norwegian Air International (D8),Norway
20752,ATA Airlines (Iran),Iran
20769,VIA Líneas Aéreas,Argentina
20802,GermanXL,Germany
20808,Alghanim,United States
20824,Indonesa Air Aisa X,Indonesia
20827,Fly France,France
20875,Jota Aviation,United Kingdom
20881,Europe Jet,France
20923,COBALT,Cyprus
20931,Southern Airways Express,United States
20962,Orenburzhie,Russia
20976,World Scale Airlines,United States
20978,All America US,United States
20986,University of Birmingham Air Squadron (RAF),United Kingdom
20991,Choice Airways,United States
20994,Aruba Airlines,Aruba
20995,BudgetAir,Germany
20996,Dynamic Airways,United States
21012,Fly One,Moldova
21021,Nordica,Estonia
21036,Tez Jet Airlines,Kyrgyzstan
21043,Kush Air,South Sudan
21124,ViaAir,United States
21131,All America BOPY,Paraguay
21179,Thai Vietjet Air,Thailand
21248,GX Airlines,China
21268,Jetgo Australia,Australia
21270,Air Carnival,India
21317,Svyaz Rossiya,Russia
